"Churn","SeniorCitizen","Dependents","tenure","MultipleLines","InternetService","PaperlessBilling","PaymentMethod","TotalCharges","Contrat_par_mois"
0,"No","No",1,"No","Fiber optic","Yes","Mailed check",74.3,"Yes"
0,"No","No",70,"No_phone_service","DSL","Yes","Bank transfer (automatic)",3635.15,"No"
1,"Yes","No",38,"Yes","Fiber optic","Yes","Electronic check",3734.25,"Yes"
1,"No","No",17,"No","Fiber optic","Yes","Electronic check",1144.5,"Yes"
0,"No","Yes",41,"Yes","Fiber optic","Yes","Bank transfer (automatic)",4454.25,"No"
1,"No","No",1,"No","DSL","Yes","Electronic check",45.3,"Yes"
1,"No","No",2,"No_phone_service","DSL","No","Bank transfer (automatic)",75.6,"Yes"
0,"No","No",14,"No","Fiber optic","No","Electronic check",1117.55,"Yes"
1,"Yes","No",2,"No","Fiber optic","Yes","Credit card (automatic)",180.25,"Yes"
0,"No","Yes",13,"Yes","DSL","Yes","Electronic check",930.05,"Yes"
1,"No","No",4,"No","Fiber optic","Yes","Bank transfer (automatic)",333.6,"Yes"
1,"No","Yes",5,"No","Fiber optic","Yes","Mailed check",465.05,"Yes"
0,"No","No",15,"No","Fiber optic","No","Electronic check",1669.4,"Yes"
0,"No","No",47,"No","Fiber optic","No","Credit card (automatic)",3545.1,"Yes"
0,"No","No",8,"No","DSL","No","Mailed check",504.05,"Yes"
0,"No","No",17,"No_phone_service","DSL","Yes","Mailed check",440.2,"Yes"
0,"No","Yes",15,"No","Fiber optic","No","Mailed check",1151.55,"Yes"
0,"No","No",26,"No","Fiber optic","Yes","Bank transfer (automatic)",2475.35,"No"
0,"No","No",23,"Yes","DSL","No","Electronic check",1249.25,"Yes"
0,"Yes","No",4,"No","Fiber optic","No","Electronic check",317.75,"Yes"
1,"No","No",9,"No","DSL","No","Mailed check",431,"Yes"
1,"No","No",18,"No","DSL","Yes","Mailed check",878.35,"Yes"
0,"Yes","No",3,"Yes","Fiber optic","Yes","Electronic check",335.75,"Yes"
0,"No","Yes",69,"No_phone_service","DSL","No","Bank transfer (automatic)",3121.4,"No"
0,"No","No",19,"Yes","DSL","No","Mailed check",1394.55,"Yes"
0,"Yes","No",39,"Yes","Fiber optic","No","Electronic check",3413.25,"Yes"
0,"No","No",31,"No","Fiber optic","Yes","Electronic check",3143.65,"Yes"
0,"No","No",14,"No","DSL","No","Bank transfer (automatic)",664.4,"Yes"
0,"No","No",64,"No","DSL","Yes","Mailed check",4759.55,"No"
0,"No","Yes",52,"No","DSL","Yes","Electronic check",3482.85,"No"
0,"No","No",28,"Yes","Fiber optic","No","Electronic check",2688.45,"No"
1,"No","Yes",25,"No","Fiber optic","Yes","Electronic check",2448.75,"Yes"
0,"No","No",58,"No_phone_service","DSL","Yes","Credit card (automatic)",2689.35,"No"
1,"Yes","No",17,"No","Fiber optic","No","Bank transfer (automatic)",1329.2,"Yes"
0,"No","Yes",72,"No_phone_service","DSL","No","Mailed check",3527,"No"
1,"No","No",52,"No","Fiber optic","No","Electronic check",4348.65,"Yes"
0,"No","No",64,"Yes","DSL","Yes","Mailed check",5129.3,"No"
0,"No","No",45,"No","Fiber optic","Yes","Credit card (automatic)",4285.8,"No"
1,"Yes","No",3,"No_phone_service","DSL","Yes","Mailed check",93.7,"Yes"
0,"No","No",71,"Yes","DSL","Yes","Credit card (automatic)",5894.5,"No"
1,"Yes","No",1,"No_phone_service","DSL","No","Mailed check",25.05,"Yes"
0,"No","Yes",34,"No","Fiber optic","Yes","Electronic check",3091.75,"Yes"
1,"No","No",8,"No","DSL","Yes","Electronic check",365.55,"Yes"
0,"No","Yes",66,"No_phone_service","DSL","No","Bank transfer (automatic)",3632,"No"
0,"Yes","No",12,"No_phone_service","DSL","Yes","Credit card (automatic)",381.2,"Yes"
1,"Yes","No",43,"No_phone_service","DSL","No","Credit card (automatic)",2342.2,"Yes"
0,"No","No",9,"No","Fiber optic","No","Electronic check",653.9,"Yes"
1,"No","Yes",22,"No","DSL","Yes","Bank transfer (automatic)",1498.2,"No"
0,"No","No",40,"Yes","Fiber optic","Yes","Bank transfer (automatic)",4178.65,"No"
1,"No","No",54,"Yes","Fiber optic","Yes","Electronic check",5278.15,"Yes"
0,"No","No",50,"Yes","DSL","Yes","Mailed check",4024.2,"No"
0,"No","No",1,"No","DSL","Yes","Electronic check",55.25,"Yes"
0,"No","No",72,"Yes","DSL","No","Bank transfer (automatic)",6520.8,"No"
0,"No","Yes",72,"Yes","Fiber optic","Yes","Bank transfer (automatic)",8308.9,"No"
0,"No","No",48,"Yes","DSL","Yes","Credit card (automatic)",3420.5,"No"
1,"No","No",1,"Yes","Fiber optic","Yes","Electronic check",93.85,"Yes"
0,"No","Yes",64,"No","DSL","No","Mailed check",4068,"No"
0,"No","No",40,"No","Fiber optic","Yes","Electronic check",3168.75,"Yes"
0,"No","Yes",41,"No_phone_service","DSL","No","Credit card (automatic)",1412.4,"No"
0,"Yes","No",51,"Yes","Fiber optic","Yes","Bank transfer (automatic)",3974.7,"No"
0,"No","No",41,"Yes","Fiber optic","Yes","Electronic check",3439,"Yes"
1,"No","Yes",1,"No","DSL","No","Mailed check",50.45,"Yes"
0,"No","No",68,"No","Fiber optic","No","Credit card (automatic)",5461.45,"No"
0,"No","No",70,"Yes","DSL","No","Credit card (automatic)",5498.2,"No"
0,"No","No",3,"No_phone_service","DSL","Yes","Electronic check",96.85,"Yes"
0,"No","No",2,"No","DSL","No","Bank transfer (automatic)",111.05,"Yes"
0,"No","No",3,"No_phone_service","DSL","No","Credit card (automatic)",94.4,"Yes"
1,"No","No",7,"Yes","DSL","Yes","Electronic check",521.1,"Yes"
0,"No","No",13,"No","DSL","Yes","Electronic check",923.85,"Yes"
0,"No","Yes",12,"No","DSL","Yes","Mailed check",628.65,"Yes"
0,"No","Yes",53,"Yes","Fiber optic","Yes","Electronic check",5576.3,"No"
1,"No","No",12,"Yes","Fiber optic","Yes","Electronic check",1046.1,"Yes"
0,"No","No",15,"No","DSL","No","Mailed check",1287.85,"Yes"
0,"No","Yes",36,"No","DSL","No","Mailed check",1939.35,"No"
0,"Yes","No",4,"No_phone_service","DSL","Yes","Electronic check",118.25,"Yes"
0,"No","No",61,"No_phone_service","DSL","No","Credit card (automatic)",2696.55,"No"
0,"No","No",16,"Yes","DSL","No","Electronic check",875.35,"Yes"
0,"No","No",16,"No","DSL","Yes","Mailed check",799,"Yes"
1,"No","No",54,"Yes","Fiber optic","No","Bank transfer (automatic)",5763.3,"No"
0,"No","No",19,"No_phone_service","DSL","Yes","Electronic check",710.05,"Yes"
0,"No","No",10,"Yes","DSL","Yes","Credit card (automatic)",568.2,"Yes"
1,"No","Yes",23,"No","Fiber optic","No","Electronic check",1900.25,"Yes"
1,"No","No",3,"No","DSL","No","Mailed check",159.15,"Yes"
0,"No","No",72,"Yes","Fiber optic","Yes","Bank transfer (automatic)",8012.75,"No"
1,"Yes","No",10,"Yes","Fiber optic","Yes","Electronic check",856.65,"Yes"
0,"No","Yes",10,"No","DSL","Yes","Mailed check",551.3,"Yes"
1,"Yes","No",37,"Yes","Fiber optic","Yes","Bank transfer (automatic)",4056.75,"Yes"
0,"No","Yes",17,"Yes","DSL","Yes","Mailed check",1096.65,"No"
0,"No","Yes",36,"Yes","Fiber optic","Yes","Credit card (automatic)",3684.95,"Yes"
0,"Yes","No",17,"No","Fiber optic","Yes","Electronic check",1752.45,"Yes"
0,"Yes","Yes",66,"Yes","Fiber optic","Yes","Credit card (automatic)",7210.85,"No"
0,"No","Yes",61,"No","DSL","No","Bank transfer (automatic)",5264.5,"No"
0,"No","No",22,"No","Fiber optic","Yes","Mailed check",2157.3,"Yes"
0,"No","No",1,"No_phone_service","DSL","Yes","Electronic check",24.4,"Yes"
0,"No","No",6,"No","Fiber optic","No","Credit card (automatic)",433.95,"Yes"
1,"No","No",31,"No","Fiber optic","Yes","Electronic check",2435.15,"Yes"
0,"No","Yes",68,"No","DSL","Yes","Credit card (automatic)",5607.75,"No"
1,"No","Yes",34,"Yes","Fiber optic","No","Electronic check",2874.15,"Yes"
0,"No","Yes",52,"No","Fiber optic","No","Bank transfer (automatic)",4433.3,"Yes"
0,"No","Yes",10,"No","Fiber optic","Yes","Electronic check",964.35,"Yes"
1,"No","Yes",29,"No","Fiber optic","Yes","Electronic check",1974.8,"Yes"
0,"No","Yes",24,"Yes","DSL","No","Mailed check",1821.2,"No"
0,"No","No",4,"Yes","Fiber optic","Yes","Mailed check",399.25,"Yes"
1,"Yes","No",12,"Yes","Fiber optic","Yes","Electronic check",1218.55,"Yes"
1,"No","No",1,"Yes","Fiber optic","Yes","Electronic check",81.7,"Yes"
1,"No","No",33,"No","Fiber optic","No","Electronic check",2171.15,"Yes"
0,"No","No",34,"No","Fiber optic","Yes","Electronic check",3634.8,"Yes"
1,"No","No",4,"No","Fiber optic","Yes","Electronic check",317.25,"Yes"
0,"No","Yes",65,"Yes","DSL","Yes","Bank transfer (automatic)",5071.9,"No"
0,"No","Yes",23,"No","DSL","No","Credit card (automatic)",1423.35,"No"
0,"No","No",55,"No","DSL","No","Electronic check",3068.6,"No"
0,"No","No",49,"No","Fiber optic","Yes","Electronic check",4690.65,"No"
0,"No","No",60,"Yes","Fiber optic","No","Bank transfer (automatic)",6157.6,"No"
0,"No","No",40,"Yes","Fiber optic","Yes","Electronic check",3369.05,"Yes"
0,"No","No",67,"No","DSL","Yes","Credit card (automatic)",4671.65,"No"
1,"Yes","No",35,"Yes","Fiber optic","Yes","Electronic check",3474.05,"Yes"
1,"No","Yes",19,"Yes","Fiber optic","Yes","Electronic check",1875.55,"No"
0,"No","Yes",41,"Yes","Fiber optic","Yes","Bank transfer (automatic)",3645.05,"Yes"
0,"No","No",4,"No_phone_service","DSL","No","Mailed check",135.75,"Yes"
0,"No","Yes",24,"No","DSL","No","Electronic check",1319.85,"Yes"
0,"No","No",5,"No_phone_service","DSL","Yes","Credit card (automatic)",229.4,"Yes"
0,"No","No",5,"Yes","DSL","Yes","Electronic check",370.25,"Yes"
1,"No","Yes",1,"No","Fiber optic","Yes","Mailed check",69.1,"Yes"
0,"No","Yes",72,"Yes","DSL","No","Bank transfer (automatic)",5714.2,"No"
0,"No","No",24,"No","DSL","Yes","Credit card (automatic)",1233.25,"Yes"
0,"No","No",42,"Yes","DSL","No","Credit card (automatic)",3571.6,"No"
0,"No","No",68,"Yes","Fiber optic","Yes","Credit card (automatic)",8035.95,"No"
1,"Yes","No",1,"No","Fiber optic","Yes","Electronic check",69.6,"Yes"
1,"No","No",31,"Yes","Fiber optic","Yes","Electronic check",3066.45,"No"
1,"No","No",4,"Yes","Fiber optic","No","Bank transfer (automatic)",305.55,"Yes"
0,"Yes","No",69,"Yes","Fiber optic","Yes","Electronic check",7634.25,"No"
0,"Yes","No",38,"Yes","Fiber optic","No","Electronic check",3653,"Yes"
0,"No","Yes",3,"No","Fiber optic","Yes","Electronic check",241.3,"Yes"
0,"No","Yes",48,"Yes","DSL","No","Electronic check",3870.3,"No"
1,"Yes","No",1,"No","Fiber optic","No","Electronic check",78.45,"Yes"
0,"No","No",48,"No_phone_service","DSL","Yes","Electronic check",2104.55,"Yes"
0,"No","No",37,"No","Fiber optic","No","Electronic check",3019.1,"No"
0,"Yes","No",66,"Yes","Fiber optic","Yes","Bank transfer (automatic)",7051.95,"No"
0,"No","No",26,"No_phone_service","DSL","No","Bank transfer (automatic)",1190.5,"No"
0,"No","No",63,"No","DSL","No","Credit card (automatic)",4448.8,"No"
1,"No","No",10,"No_phone_service","DSL","No","Mailed check",255.25,"Yes"
1,"No","No",2,"No","DSL","Yes","Electronic check",146.9,"Yes"
0,"Yes","No",18,"No","DSL","Yes","Credit card (automatic)",1011.05,"Yes"
1,"Yes","No",9,"Yes","Fiber optic","Yes","Electronic check",762.5,"Yes"
0,"No","No",1,"No","Fiber optic","No","Electronic check",75.55,"Yes"
1,"No","No",4,"Yes","Fiber optic","Yes","Electronic check",338.9,"Yes"
1,"Yes","No",38,"No","DSL","Yes","Credit card (automatic)",2497.35,"No"
0,"No","No",66,"Yes","Fiber optic","No","Electronic check",6273.4,"No"
0,"No","No",1,"No","Fiber optic","Yes","Electronic check",70.25,"Yes"
0,"No","No",18,"No","DSL","Yes","Mailed check",908.75,"Yes"
1,"Yes","No",51,"Yes","Fiber optic","Yes","Electronic check",4913.3,"Yes"
1,"No","No",1,"No","DSL","No","Mailed check",46.3,"Yes"
1,"No","No",41,"Yes","Fiber optic","Yes","Electronic check",4443.45,"Yes"
0,"No","No",7,"Yes","Fiber optic","Yes","Electronic check",564.65,"Yes"
1,"No","No",12,"No","Fiber optic","Yes","Electronic check",1095.65,"Yes"
0,"No","Yes",68,"Yes","DSL","No","Credit card (automatic)",6161.9,"No"
1,"Yes","No",5,"Yes","Fiber optic","Yes","Credit card (automatic)",446.05,"Yes"
0,"Yes","No",49,"No","DSL","No","Mailed check",2106.05,"Yes"
0,"No","No",40,"No_phone_service","DSL","No","Credit card (automatic)",2511.55,"No"
1,"No","No",10,"Yes","Fiber optic","Yes","Mailed check",811.8,"Yes"
0,"No","No",72,"Yes","Fiber optic","Yes","Electronic check",7323.15,"No"
0,"Yes","No",2,"Yes","Fiber optic","Yes","Electronic check",186.05,"Yes"
0,"Yes","No",71,"Yes","Fiber optic","Yes","Electronic check",7521.95,"No"
1,"No","No",11,"Yes","Fiber optic","Yes","Electronic check",1056.95,"Yes"
1,"No","No",1,"No","DSL","Yes","Mailed check",44.15,"Yes"
1,"No","No",16,"No","DSL","Yes","Mailed check",834.15,"Yes"
1,"No","No",1,"Yes","Fiber optic","Yes","Mailed check",85.45,"Yes"
0,"No","No",12,"No","Fiber optic","Yes","Credit card (automatic)",999.8,"Yes"
0,"No","No",54,"No_phone_service","DSL","No","Bank transfer (automatic)",2369.7,"No"
0,"No","No",68,"Yes","Fiber optic","No","Credit card (automatic)",6297.65,"No"
1,"No","Yes",4,"Yes","DSL","No","Mailed check",239.55,"Yes"
1,"No","Yes",1,"No","DSL","No","Electronic check",59.2,"Yes"
0,"No","No",27,"No","DSL","No","Mailed check",1461.45,"Yes"
1,"No","No",13,"No","Fiber optic","Yes","Electronic check",1060.6,"Yes"
0,"Yes","No",64,"Yes","DSL","No","Credit card (automatic)",4869.35,"Yes"
1,"No","No",1,"No","DSL","Yes","Electronic check",54.9,"Yes"
0,"No","No",57,"No_phone_service","DSL","Yes","Bank transfer (automatic)",3265.95,"No"
1,"No","No",21,"Yes","Fiber optic","Yes","Electronic check",2254.2,"Yes"
0,"No","No",31,"No","Fiber optic","Yes","Electronic check",2939.8,"No"
0,"No","No",52,"Yes","DSL","Yes","Mailed check",4652.4,"No"
0,"No","No",46,"Yes","Fiber optic","Yes","Electronic check",4408.45,"No"
0,"Yes","No",11,"Yes","DSL","Yes","Electronic check",580.8,"Yes"
0,"No","Yes",53,"No_phone_service","DSL","Yes","Bank transfer (automatic)",2495.2,"Yes"
0,"Yes","No",57,"Yes","Fiber optic","Yes","Bank transfer (automatic)",5913.95,"Yes"
1,"Yes","No",2,"Yes","Fiber optic","Yes","Mailed check",158.4,"Yes"
1,"Yes","No",2,"No","DSL","No","Mailed check",104.2,"Yes"
0,"No","No",72,"No","DSL","No","Mailed check",6033.1,"No"
1,"Yes","No",1,"Yes","Fiber optic","Yes","Electronic check",95.1,"Yes"
0,"No","No",41,"No","DSL","Yes","Bank transfer (automatic)",3320.75,"No"
1,"No","No",6,"Yes","Fiber optic","Yes","Electronic check",438,"Yes"
1,"No","Yes",4,"No","Fiber optic","Yes","Electronic check",325.45,"Yes"
1,"No","No",12,"Yes","Fiber optic","Yes","Electronic check",1148.1,"Yes"
0,"No","No",58,"Yes","DSL","Yes","Electronic check",3972.25,"No"
0,"No","No",65,"No","DSL","Yes","Mailed check",3673.15,"Yes"
0,"No","No",1,"No","Fiber optic","Yes","Mailed check",70.6,"Yes"
0,"No","Yes",58,"No","DSL","Yes","Mailed check",2413.05,"No"
0,"No","No",62,"Yes","Fiber optic","Yes","Bank transfer (automatic)",6912.7,"No"
0,"No","No",26,"Yes","DSL","No","Electronic check",1581.95,"No"
0,"No","No",62,"Yes","Fiber optic","No","Bank transfer (automatic)",5586.45,"Yes"
0,"No","Yes",58,"No","Fiber optic","No","Credit card (automatic)",5846.65,"No"
0,"No","No",68,"Yes","DSL","Yes","Electronic check",6424.7,"No"
0,"No","Yes",61,"Yes","Fiber optic","Yes","Credit card (automatic)",6018.65,"No"
0,"No","No",42,"Yes","DSL","Yes","Credit card (automatic)",3373.4,"No"
0,"No","No",18,"Yes","Fiber optic","No","Bank transfer (automatic)",1537.9,"Yes"
1,"No","No",4,"Yes","Fiber optic","Yes","Electronic check",355.2,"Yes"
0,"No","Yes",35,"No","DSL","No","Credit card (automatic)",2016.45,"No"
0,"No","Yes",64,"Yes","Fiber optic","Yes","Bank transfer (automatic)",5327.25,"Yes"
1,"No","No",4,"No","DSL","No","Credit card (automatic)",151.3,"Yes"
0,"Yes","No",70,"Yes","Fiber optic","Yes","Electronic check",7714.65,"No"
1,"No","No",3,"No","DSL","No","Credit card (automatic)",188.7,"Yes"
1,"Yes","No",53,"Yes","Fiber optic","Yes","Electronic check",5549.4,"Yes"
0,"No","Yes",2,"No","DSL","No","Mailed check",130.5,"No"
0,"No","Yes",29,"No","Fiber optic","Yes","Credit card (automatic)",2621.75,"Yes"
0,"No","No",47,"No_phone_service","DSL","No","Mailed check",1875.25,"No"
1,"No","Yes",68,"Yes","Fiber optic","Yes","Electronic check",5685.8,"No"
0,"No","Yes",12,"No","DSL","Yes","Mailed check",837.5,"Yes"
0,"No","Yes",8,"No","DSL","No","Bank transfer (automatic)",401.5,"Yes"
0,"No","No",54,"Yes","Fiber optic","No","Electronic check",6118.95,"Yes"
0,"No","Yes",69,"No","Fiber optic","Yes","Mailed check",6480.9,"No"
0,"No","No",26,"Yes","DSL","Yes","Bank transfer (automatic)",1800.05,"Yes"
0,"No","No",72,"Yes","Fiber optic","Yes","Bank transfer (automatic)",7104.2,"No"
0,"No","No",70,"No_phone_service","DSL","Yes","Bank transfer (automatic)",4214.25,"No"
1,"No","Yes",1,"No","DSL","No","Mailed check",50.6,"Yes"
1,"No","No",10,"No","Fiber optic","Yes","Electronic check",863.1,"Yes"
0,"No","Yes",28,"No","Fiber optic","Yes","Bank transfer (automatic)",1992.2,"No"
1,"No","No",1,"No","Fiber optic","Yes","Electronic check",69.8,"Yes"
0,"No","No",21,"Yes","Fiber optic","Yes","Electronic check",1948.35,"Yes"
1,"Yes","No",51,"Yes","Fiber optic","Yes","Bank transfer (automatic)",4750.95,"Yes"
0,"No","Yes",53,"No","Fiber optic","No","Electronic check",5036.9,"No"
1,"No","No",24,"Yes","Fiber optic","Yes","Electronic check",2391.8,"Yes"
0,"No","No",70,"Yes","DSL","Yes","Credit card (automatic)",6859.05,"No"
0,"No","No",61,"Yes","Fiber optic","Yes","Electronic check",6521.9,"No"
0,"No","No",11,"No","DSL","Yes","Mailed check",617.85,"No"
0,"No","No",2,"No","Fiber optic","Yes","Credit card (automatic)",157.75,"Yes"
0,"No","No",41,"Yes","DSL","Yes","Credit card (automatic)",2364,"No"
1,"No","No",18,"Yes","Fiber optic","Yes","Electronic check",1687.95,"Yes"
1,"Yes","No",72,"Yes","Fiber optic","Yes","Bank transfer (automatic)",7689.95,"No"
0,"No","Yes",71,"Yes","DSL","Yes","Credit card (automatic)",6239.05,"No"
0,"No","Yes",34,"No","DSL","Yes","Mailed check",2042.05,"No"
0,"No","No",29,"No","Fiber optic","Yes","Credit card (automatic)",2807.1,"Yes"
0,"Yes","No",40,"No","Fiber optic","Yes","Credit card (automatic)",4116.8,"No"
0,"No","No",36,"No_phone_service","DSL","No","Mailed check",1317.95,"No"
0,"No","No",46,"Yes","Fiber optic","Yes","Electronic check",4594.65,"No"
0,"No","No",58,"Yes","Fiber optic","Yes","Electronic check",6332.75,"No"
0,"No","No",39,"Yes","Fiber optic","No","Credit card (automatic)",3213.75,"No"
1,"No","Yes",4,"No","DSL","No","Credit card (automatic)",229.55,"Yes"
0,"No","Yes",52,"Yes","Fiber optic","Yes","Credit card (automatic)",4976.15,"No"
0,"Yes","No",70,"Yes","Fiber optic","Yes","Electronic check",7308.95,"No"
0,"Yes","No",65,"No","Fiber optic","Yes","Bank transfer (automatic)",4555.2,"No"
0,"No","No",1,"No","DSL","Yes","Mailed check",44.95,"Yes"
0,"No","No",70,"Yes","Fiber optic","Yes","Electronic check",6982.5,"No"
0,"Yes","Yes",29,"No_phone_service","DSL","Yes","Mailed check",1025.15,"Yes"
1,"No","No",1,"No","Fiber optic","Yes","Electronic check",90.55,"Yes"
0,"No","No",67,"Yes","DSL","Yes","Mailed check",5714.2,"No"
1,"No","No",26,"No","Fiber optic","Yes","Bank transfer (automatic)",2274.35,"Yes"
0,"No","No",48,"No","Fiber optic","Yes","Credit card (automatic)",4834,"Yes"
0,"No","Yes",55,"No","DSL","No","Electronic check",3131.8,"Yes"
1,"No","No",7,"Yes","Fiber optic","Yes","Mailed check",602.55,"Yes"
0,"No","No",37,"Yes","Fiber optic","Yes","Electronic check",3369.25,"Yes"
0,"No","No",31,"No","Fiber optic","Yes","Bank transfer (automatic)",2674.15,"Yes"
0,"No","No",4,"No","DSL","Yes","Electronic check",199.75,"Yes"
1,"Yes","No",5,"No","Fiber optic","Yes","Electronic check",449.75,"Yes"
0,"Yes","No",15,"No","Fiber optic","Yes","Electronic check",1400.3,"Yes"
0,"No","Yes",8,"No","DSL","Yes","Credit card (automatic)",411.6,"Yes"
0,"Yes","No",56,"Yes","Fiber optic","No","Electronic check",5841.35,"Yes"
1,"No","No",42,"Yes","Fiber optic","Yes","Bank transfer (automatic)",4512.7,"Yes"
0,"Yes","Yes",65,"Yes","Fiber optic","Yes","Electronic check",5688.45,"Yes"
0,"Yes","No",65,"Yes","Fiber optic","Yes","Electronic check",6674.65,"No"
0,"No","No",18,"Yes","Fiber optic","Yes","Electronic check",1345.75,"Yes"
0,"No","No",23,"Yes","DSL","Yes","Electronic check",1843.05,"No"
1,"No","No",4,"No","DSL","Yes","Mailed check",196.95,"Yes"
0,"No","No",4,"Yes","DSL","No","Electronic check",214.55,"Yes"
0,"No","No",19,"No","DSL","Yes","Bank transfer (automatic)",865.85,"Yes"
0,"No","No",18,"No","Fiber optic","No","Electronic check",1358.6,"Yes"
0,"Yes","No",38,"No","Fiber optic","Yes","Electronic check",3147.15,"Yes"
1,"No","No",2,"Yes","Fiber optic","Yes","Credit card (automatic)",131.05,"Yes"
0,"No","No",47,"Yes","Fiber optic","No","Bank transfer (automatic)",4535.85,"No"
0,"No","No",9,"Yes","DSL","No","Mailed check",542.4,"Yes"
0,"No","No",26,"Yes","DSL","Yes","Credit card (automatic)",2312.55,"No"
1,"No","Yes",8,"No","DSL","Yes","Electronic check",415.05,"Yes"
0,"No","No",44,"No","DSL","Yes","Electronic check",3250.45,"No"
0,"No","No",3,"No_phone_service","DSL","No","Mailed check",98.5,"Yes"
0,"No","No",2,"No","DSL","Yes","Bank transfer (automatic)",87.9,"Yes"
1,"No","Yes",9,"Yes","Fiber optic","Yes","Bank transfer (automatic)",754.65,"Yes"
1,"Yes","No",1,"Yes","Fiber optic","Yes","Electronic check",75.35,"Yes"
0,"No","No",25,"No","Fiber optic","No","Bank transfer (automatic)",1952.25,"Yes"
0,"Yes","No",2,"No","Fiber optic","Yes","Electronic check",153.8,"Yes"
1,"No","No",43,"No","Fiber optic","Yes","Electronic check",3198.6,"Yes"
0,"No","No",58,"Yes","Fiber optic","Yes","Electronic check",5610.15,"No"
0,"No","Yes",59,"Yes","DSL","Yes","Mailed check",4519.5,"No"
0,"No","No",44,"No_phone_service","DSL","Yes","Electronic check",2440.25,"No"
0,"No","No",66,"Yes","Fiber optic","Yes","Electronic check",6860.6,"No"
0,"No","No",9,"No_phone_service","DSL","Yes","Electronic check",190.25,"Yes"
0,"No","No",19,"Yes","Fiber optic","Yes","Electronic check",1651.95,"Yes"
0,"No","No",70,"Yes","Fiber optic","Yes","Bank transfer (automatic)",7939.25,"No"
0,"No","No",1,"No","DSL","Yes","Mailed check",44.9,"Yes"
0,"No","No",8,"Yes","Fiber optic","Yes","Electronic check",576.7,"Yes"
0,"No","Yes",60,"Yes","Fiber optic","Yes","Electronic check",6586.85,"No"
0,"No","No",17,"No","DSL","Yes","Credit card (automatic)",934.15,"Yes"
1,"No","No",3,"No","DSL","Yes","Electronic check",123.65,"Yes"
1,"No","No",70,"No","Fiber optic","Yes","Bank transfer (automatic)",7534.65,"No"
0,"Yes","No",43,"Yes","Fiber optic","Yes","Electronic check",3645.6,"Yes"
0,"No","Yes",57,"No","DSL","No","Electronic check",3053,"No"
0,"No","No",72,"Yes","Fiber optic","No","Credit card (automatic)",7965.95,"No"
1,"Yes","No",11,"Yes","Fiber optic","Yes","Credit card (automatic)",906.85,"Yes"
1,"Yes","No",50,"Yes","Fiber optic","Yes","Electronic check",4888.7,"Yes"
1,"Yes","No",5,"No","DSL","No","Electronic check",237.25,"Yes"
1,"No","No",1,"Yes","Fiber optic","Yes","Bank transfer (automatic)",74.6,"Yes"
0,"Yes","No",2,"No","Fiber optic","Yes","Electronic check",140.1,"Yes"
0,"No","No",17,"Yes","DSL","Yes","Mailed check",1108,"Yes"
1,"No","No",15,"No","DSL","Yes","Electronic check",892.65,"Yes"
1,"No","Yes",46,"No","Fiber optic","Yes","Bank transfer (automatic)",4822.85,"No"
0,"No","Yes",64,"Yes","Fiber optic","Yes","Credit card (automatic)",6741.15,"No"
0,"No","No",1,"Yes","Fiber optic","Yes","Mailed check",79.15,"Yes"
0,"No","Yes",25,"No","DSL","No","Mailed check",1355.45,"No"
0,"No","Yes",71,"No","Fiber optic","No","Credit card (automatic)",7209,"No"
1,"No","No",8,"No","DSL","Yes","Mailed check",438.4,"Yes"
0,"No","Yes",72,"No","Fiber optic","Yes","Bank transfer (automatic)",7726.35,"No"
0,"No","No",49,"No_phone_service","DSL","No","Bank transfer (automatic)",2070.75,"Yes"
0,"No","Yes",29,"No_phone_service","DSL","Yes","Credit card (automatic)",1636.95,"No"
0,"No","No",72,"Yes","Fiber optic","No","Bank transfer (automatic)",7581.5,"No"
1,"No","No",31,"Yes","Fiber optic","No","Electronic check",3019.5,"Yes"
0,"No","No",50,"Yes","Fiber optic","Yes","Electronic check",4729.75,"Yes"
0,"No","No",71,"Yes","DSL","No","Electronic check",6126.1,"No"
0,"Yes","No",70,"Yes","DSL","No","Credit card (automatic)",6333.4,"No"
0,"No","No",71,"Yes","Fiber optic","No","Credit card (automatic)",6687.85,"No"
0,"No","Yes",61,"No","DSL","Yes","Bank transfer (automatic)",4158.25,"No"
1,"No","No",32,"No","Fiber optic","Yes","Electronic check",3183.4,"Yes"
1,"No","Yes",1,"No","Fiber optic","Yes","Electronic check",79.6,"Yes"
0,"No","No",68,"Yes","Fiber optic","Yes","Bank transfer (automatic)",7149.35,"No"
0,"No","Yes",7,"No","Fiber optic","Yes","Electronic check",472.65,"Yes"
1,"No","No",20,"Yes","Fiber optic","Yes","Electronic check",1734.5,"Yes"
0,"Yes","No",33,"No_phone_service","DSL","Yes","Bank transfer (automatic)",1884.65,"Yes"
0,"No","Yes",28,"Yes","Fiber optic","No","Bank transfer (automatic)",2568.15,"No"
0,"No","No",7,"No","DSL","No","Mailed check",278.4,"Yes"
1,"No","No",26,"Yes","Fiber optic","Yes","Electronic check",2088.8,"Yes"
1,"Yes","No",5,"Yes","Fiber optic","Yes","Electronic check",502.6,"Yes"
0,"Yes","No",30,"Yes","Fiber optic","Yes","Credit card (automatic)",2595.85,"Yes"
0,"No","No",63,"Yes","Fiber optic","No","Credit card (automatic)",5825.5,"No"
